domain, url 
microsoft.com, http://www.microsoft.com/en-us/explore/msft_sitemap_index.xml
microsoft.com, https://www.microsoft.com/store/apps.games.index.xml
microsoft.com, https://www.microsoft.com/store/music.video.index.xml
microsoft.com, https://www.microsoft.com/learning/sitemap.xml
